,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
MT966041.1,MT966041.1,2910195.0,Cotton bunchy top virus 2,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3635],['Gossypium hirsutum'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Biota,Biota,Viridiplantae,,Viridiplantae
MT966040.1,MT966040.1,2910194.0,Cotton bunchy top virus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3635],['Gossypium hirsutum'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Biota,Biota,Viridiplantae,,Viridiplantae
OK030783.1,OK030783.1,131083.0,Turnip yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3888],['Pisum sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Biota,Biota,Viridiplantae,,Viridiplantae
OK120863.1,OK120863.1,471717.0,Melon aphid-borne yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[260674],['Citrullus lanatus subsp. vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,Biota,Biota,Viridiplantae,,Viridiplantae
MZ571143.1,MZ571143.1,2871160.0,Plantago asiatica virus A,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[197796],['Plantago asiatica'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Biota,Biota,Viridiplantae,,Viridiplantae
MW962390.1,MW962390.1,2802551.0,Green Sichuan pepper enamovirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,[67938],['Zanthoxylum armatum'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,Biota,Biota,Viridiplantae,,Viridiplantae
MT966037.1,MT966037.1,1756832.0,Phasey bean mild yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3864],['Lens culinaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Biota,Biota,Viridiplantae,,Viridiplantae
MT966032.1,MT966032.1,1756832.0,Phasey bean mild yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[260885],['Macroptilium lathyroides'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Macroptilium,Biota,Biota,Viridiplantae,,Viridiplantae
MW411579.1,MW411579.1,119910.0,Ryegrass mottle virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,[4521],['Lolium multiflorum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,Biota,Biota,Viridiplantae,,Viridiplantae
MT586587.1,MT586587.1,131083.0,Turnip yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3708],['Brassica napus'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Biota,Biota,Viridiplantae,,Viridiplantae
MN831441.1,MN831441.1,2740117.0,Gerbera anandria sobemo-like virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Unclassified,[41596],['Leibnitzia anandria'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Leibnitzia,Biota,Biota,Viridiplantae,,Viridiplantae
MN814310.1,MN814310.1,2738918.0,Kummerowia striatad enamovirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,[466223],['Kummerowia striata'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Kummerowia,Biota,Biota,Viridiplantae,,Viridiplantae
MN814307.1,MN814307.1,2738921.0,Zea mays polerovirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
MK482114.1,MK482114.1,2562543.0,Siratro latent polerovirus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[90550],['Macroptilium atropurpureum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Macroptilium,Biota,Biota,Viridiplantae,,Viridiplantae
MK050791.1,MK050791.1,2527960.0,Zucchini aphid-borne yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3663],['Cucurbita pepo'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Biota,Biota,Viridiplantae,,Viridiplantae
KU291106.1,KU291106.1,1856642.0,Maize yellow mosaic virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
KU521324.1,KU521324.1,12042.0,Beet western yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[150983],['Nepenthes mirabilis'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Nepenthaceae,Nepenthes,Biota,Biota,Viridiplantae,,Viridiplantae
KC778721.1,KC778721.1,218923.0,Turnip rosette virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,[3710],['Brassica nigra'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Biota,Biota,Viridiplantae,,Viridiplantae
HM163159.1,HM163159.1,378833.0,Sowbane mosaic virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,[63459],['Chenopodium quinoa'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Biota,Biota,Viridiplantae,,Viridiplantae
MT008026.1,MT008026.1,2696999.0,Grapevine polerovirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_008249.1,NC_008249.1,328430.0,Chickpea chlorotic stunt virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3906],['Vicia faba'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_017914.1,NC_017914.1,1133751.0,Artemisia virus A,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,[35608],['Artemisia annua'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018449.1,NC_018449.1,685899.0,Papaya lethal yellowing virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,[3649],['Carica papaya'],Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Caricaceae,Carica,Biota,Biota,Viridiplantae,,Viridiplantae
NC_021564.1,NC_021564.1,1301220.0,Citrus vein enation virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,"[171254, 2711, 171251, 159033]","['Citrus volkameriana', 'Citrus sinensis', 'Citrus medica', 'Citrus aurantiifolia']",Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_034207.1,NC_034207.1,1963256.0,African eggplant yellowing virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,"[205524, 4071]","['Solanum aethiopicum', 'Capsicum']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
MZ443571.1,MZ443571.1,2874440.0,Vespula vulgaris Sobemo-like virus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Unclassified,[7454],['Vespula vulgaris'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Biota,Biota,Invertebrate,,Invertebrate
MW676135.1,MW676135.1,2832146.0,Hypera postica associated sobemovirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,[36757],['Hypera postica'],Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Hypera,Biota,Biota,Invertebrate,,Invertebrate
MT293132.1,MT293132.1,2800868.0,Soybean thrips sobemo-like virus 2,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
OK216142.1,OK216142.1,1054216.0,Wheat yellow dwarf virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
JF925155.1,JF925155.1,94290.0,Sugarcane yellow leaf virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4546],['Saccharum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
MZ361924.1,MZ361924.1,2919882.0,Bean enamovirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
MW579555.1,MW579555.1,2914864.0,Tobacco polerovirus 2,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4097],['Nicotiana tabacum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
MT537598.1,MT537598.1,12045.0,Potato leafroll virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4113],['Solanum tuberosum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
MW509732.1,MW509732.1,91753.0,Cucurbit aphid-borne yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3656],['Cucumis melo'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
MT536978.1,MT536978.1,2560515.0,Grapevine enamovirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
MT520166.1,MT520166.1,2777538.0,Miscanthus yellow fleck virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[62337],['Miscanthus sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Miscanthus,Biota,Biota,Viridiplantae,,Viridiplantae
MN831440.1,MN831440.1,2740118.0,Ginkgo biloba sobemo-like virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Unclassified,[3311],['Ginkgo biloba'],Viridiplantae,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Biota,Biota,Viridiplantae,,Viridiplantae
MN831439.1,MN831439.1,2740115.0,Amygdalus persica sobemo-like virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Unclassified,[3760],['Prunus persica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
MK975889.1,MK975889.1,228582.0,Cereal yellow dwarf virus RPS,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
MG596229.1,MG596229.1,2301724.0,Red clover enamovirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,[57577],['Trifolium pratense'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Biota,Biota,Viridiplantae,,Viridiplantae
MH978189.1,MH978189.1,2491943.0,Ullucus polerovirus 1,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[108055],['Ullucus tuberosus'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Basellaceae,Ullucus,Biota,Biota,Viridiplantae,,Viridiplantae
KR996515.1,KR996515.1,1675557.0,Cymbidium chlorotic spot virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,[162386],['Cymbidium tortisepalum'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Cymbidium,Biota,Biota,Viridiplantae,,Viridiplantae
JQ700305.1,JQ700305.1,91753.0,Cucurbit aphid-borne yellows virus,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[3673],['Momordica charantia'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Momordica,Biota,Biota,Viridiplantae,,Viridiplantae
EF521827.1,EF521827.1,2170100.0,Cereal yellow dwarf virus RPV,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,[4502],['Bromus secalinus'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Bromus,Biota,Biota,Viridiplantae,,Viridiplantae
