,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_040680.1,NC_040680.1,2170544.0,Apple luteovirus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[3750],['Malus domestica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040713.1,NC_040713.1,2304214.0,Elderberry aureusvirus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Aureusvirus,[4202],['Sambucus nigra'],Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040794.1,NC_040794.1,1883104.0,Adonis mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphacarmovirus,"[471709, 4100]","['Adonis ramosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043123.1,NC_043123.1,2169988.0,Barley yellow dwarf virus kerIII,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[568969],['Poa cookii'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Poa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_055545.1,NC_055545.1,1960887.0,Jasmine virus H,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Pelarspovirus,[660624],['Jasminum sambac'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,Biota,Biota,Viridiplantae,,Viridiplantae
OK058516.1,OK058516.1,196375.0,Beet black scorch virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betanecrovirus,[161934],['Beta vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Biota,Biota,Viridiplantae,,Viridiplantae
MW251332.1,MW251332.1,2929640.0,Yeltsovka tombus-like_virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[1245328],['Coquillettidia richiardii'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Biota,Biota,Invertebrate,,Invertebrate
MW251324.1,MW251324.1,2929639.0,Oyosh tombus-like virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[1245328],['Coquillettidia richiardii'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Biota,Biota,Invertebrate,,Invertebrate
OK317716.1,OK317716.1,2902938.0,signal crayfish associated tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[6724],['Astacoidea'],Metazoa,Arthropoda,Malacostraca,Decapoda,Unclassified,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
MW454908.1,MW454908.1,2879910.0,Sclerotinia sclerotiorum umbra-like virus 1-U,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
MW314716.1,MW314716.1,2822577.0,Dipluran tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[1519098],['Campodea silvestrii'],Metazoa,Arthropoda,Unclassified,Unclassified,Unclassified,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
MW314714.1,MW314714.1,2822578.0,Odonatan tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[213665],['Celithemis elisa'],Metazoa,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,Biota,Biota,Invertebrate,,Invertebrate
MZ443620.1,MZ443620.1,2874420.0,Leuven Tombus-like virus 6,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[7454],['Vespula vulgaris'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Biota,Biota,Invertebrate,,Invertebrate
MZ443618.1,MZ443618.1,2874418.0,Leuven Tombus-like virus 4,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[7454],['Vespula vulgaris'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Biota,Biota,Invertebrate,,Invertebrate
MZ443569.1,MZ443569.1,2874435.0,Vespula vulgaris luteo-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Unclassified,Unclassified,[7454],['Vespula vulgaris'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Biota,Biota,Invertebrate,,Invertebrate
MT230952.1,MT230952.1,2231771.0,Sclerotinia sclerotiorum umbra-like virus 3,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MT230951.1,MT230951.1,2231770.0,Sclerotinia sclerotiorum umbra-like virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MW961148.1,MW961148.1,193120.0,Pea enation mosaic virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3888],['Pisum sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Biota,Biota,Viridiplantae,,Viridiplantae
MN630186.1,MN630186.1,2744814.0,Erysiphe necator associated tombus-like virus 10,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MT682309.1,MT682309.1,229149.0,Johnsongrass chlorotic stripe mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Aureusvirus,[4560],['Sorghum halepense'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,Biota,Biota,Viridiplantae,,Viridiplantae
MT682300.1,MT682300.1,12268.0,Carnation ringspot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Dianthovirus,[13274],['Stellaria media'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Biota,Biota,Viridiplantae,,Viridiplantae
MT682296.1,MT682296.1,255587.0,Pelargonium necrotic spot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[4030],['Pelargonium'],Viridiplantae,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,Biota,Biota,Viridiplantae,,Viridiplantae
MW676129.1,MW676129.1,12041.0,Bean leafroll virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[3879],['Medicago sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Biota,Biota,Viridiplantae,,Viridiplantae
MW208794.1,MW208794.1,2822555.0,Hymenopteran tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[1507333],['Alastor atropos'],Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Alastor,Biota,Biota,Invertebrate,,Invertebrate
MW208791.1,MW208791.1,2822551.0,Coleopteran tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[295689],['Thanasimus formicarius'],Metazoa,Arthropoda,Insecta,Coleoptera,Cleridae,Thanasimus,Biota,Biota,Invertebrate,,Invertebrate
MW208790.1,MW208790.1,2822551.0,Coleopteran tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[55986],['Ips typographus'],Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Ips,Biota,Biota,Invertebrate,,Invertebrate
MW208788.1,MW208788.1,2822558.0,Phasmatodean tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[1133654],['Phyllium philippinicum'],Metazoa,Arthropoda,Insecta,Phasmatodea,Phylliidae,Phyllium,Biota,Biota,Invertebrate,,Invertebrate
MW208787.1,MW208787.1,2822554.0,Hemipteran tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[369451],['Corythucha ciliata'],Metazoa,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Biota,Biota,Invertebrate,,Invertebrate
MW208786.1,MW208786.1,2822554.0,Hemipteran tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[537464],['Notostira elongata'],Metazoa,Arthropoda,Insecta,Hemiptera,Miridae,Notostira,Biota,Biota,Invertebrate,,Invertebrate
MW208770.1,MW208770.1,2822553.0,Dipteran tombus-related virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[27454],['Calliphora vomitoria'],Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora,Biota,Biota,Invertebrate,,Invertebrate
MN830247.1,MN830247.1,2739772.0,Paradise bay virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[59655],['Ixodes uriae'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Biota,Biota,Invertebrate,,Invertebrate
MT240794.1,MT240794.1,2802948.0,Soybean thrips tombus-like virus 6,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
MT240791.1,MT240791.1,2802946.0,Soybean thrips tombus-like virus 4,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
MT240789.1,MT240789.1,2802944.0,Soybean thrips tombus-like virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
MT240788.1,MT240788.1,2802943.0,Soybean thrips tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[436519],['Neohydatothrips variabilis'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Neohydatothrips,Biota,Biota,Invertebrate,,Invertebrate
MT062437.1,MT062437.1,2741667.0,Macrophomina phaseolina umbra-like virus 3,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[35725],['Macrophomina phaseolina'],Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Biota,Biota,Fungi,,Fungi
MT062435.1,MT062435.1,2741665.0,Macrophomina phaseolina umbra-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[35725],['Macrophomina phaseolina'],Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Biota,Biota,Fungi,,Fungi
MN558697.1,MN558697.1,2695368.0,Erysiphe necator umbra-like virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MW086577.1,MW086577.1,2784749.0,Tombus-like chagrupourvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[121087],['Ostreobium'],Viridiplantae,Chlorophyta,Ulvophyceae,Bryopsidales,Ostreobiaceae,Ostreobium,Biota,Biota,Viridiplantae,,Viridiplantae
MT681745.1,MT681745.1,2779319.0,Monilinia umbra-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[38447],['Monilinia'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Biota,Biota,Fungi,,Fungi
MN714677.1,MN714677.1,2767218.0,Thrips tabaci associated luteo-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Unclassified,Unclassified,[161014],['Thrips tabaci'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Biota,Biota,Invertebrate,,Invertebrate
MN714675.1,MN714675.1,2767260.0,Thrips tabaci associated tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[161014],['Thrips tabaci'],Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Biota,Biota,Invertebrate,,Invertebrate
MN609870.1,MN609870.1,2754853.0,Erysiphales associated tombus-like virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[5121],['Erysiphe'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN609867.1,MN609867.1,2754852.0,Erysiphales associated tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[5121],['Erysiphe'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MF141070.1,MF141070.1,2034334.0,Norway luteo-like virus 4,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Unclassified,Unclassified,[34613],['Ixodes ricinus'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Biota,Biota,Invertebrate,,Invertebrate
MF141065.1,MF141065.1,2034331.0,Norway luteo-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Unclassified,Unclassified,[34613],['Ixodes ricinus'],Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Biota,Biota,Invertebrate,,Invertebrate
MF136435.1,MF136435.1,2057935.0,Arracacha latent virus E,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Unclassified,Unclassified,[264540],['Arracacia xanthorrhiza'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Arracacia,Biota,Biota,Viridiplantae,,Viridiplantae
MH579714.1,MH579714.1,2290808.0,Luteovirus sp.,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[191316],['Aphis fabae'],Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Biota,Biota,Invertebrate,,Invertebrate
MF444272.1,MF444272.1,1435450.0,Sclerotinia sclerotiorum umbra-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
JF437885.1,JF437885.1,944580.0,Trailing lespedeza virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tralespevirus,[47083],['Melilotus officinalis'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Biota,Biota,Viridiplantae,,Viridiplantae
JQ288895.1,JQ288895.1,295090.0,Olive mild mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphanecrovirus,[3562],['Spinacia oleracea'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Spinacia,Biota,Biota,Viridiplantae,,Viridiplantae
EU332335.1,EU332335.1,2169986.0,Barley yellow dwarf virus PAV,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
EU332327.1,EU332327.1,2169986.0,Barley yellow dwarf virus PAV,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
EU332320.1,EU332320.1,2169986.0,Barley yellow dwarf virus PAV,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
EU332318.1,EU332318.1,2169986.0,Barley yellow dwarf virus PAV,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
MT362517.1,MT362517.1,2738459.0,Almond luteovirus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[3755],['Prunus dulcis'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
KR094068.1,KR094068.1,11987.0,Melon necrotic spot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[3659],['Cucumis sativus'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
KF523382.1,KF523382.1,224578.0,Barley yellow dwarf virus GAV,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
FJ666328.1,FJ666328.1,12056.0,Tobacco necrosis virus D,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betanecrovirus,[4146],['Olea europaea'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Biota,Biota,Viridiplantae,,Viridiplantae
OP271662.1,OP271662.1,2170544.0,Apple luteovirus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[3750],['Malus domestica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Biota,Biota,Viridiplantae,,Viridiplantae
ON408236.1,ON408236.1,2974072.0,Mume associated luteovirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[102107],['Prunus mume'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
ON408234.1,ON408234.1,2973981.0,peach-associated luteovirus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[3760],['Prunus persica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
OK018180.1,OK018180.1,2961918.0,Maize-associated umbra-like virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
MW590184.1,MW590184.1,52274.0,Saguaro cactus virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphacarmovirus,[484760],['Gymnocalycium mihanovichii'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Gymnocalycium,Biota,Biota,Viridiplantae,,Viridiplantae
MZ671022.1,MZ671022.1,1930269.0,Bermuda grass latent virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Panicovirus,[28909],['Cynodon dactylon'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Cynodon,Biota,Biota,Viridiplantae,,Viridiplantae
MZ501224.1,MZ501224.1,12037.0,Barley yellow dwarf virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
OK030736.1,OK030736.1,193120.0,Pea enation mosaic virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3888],['Pisum sativum'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Biota,Biota,Viridiplantae,,Viridiplantae
OK181763.1,OK181763.1,479060.0,Cocksfoot mild mosaic virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Panicovirus,[4509],['Dactylis glomerata'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Dactylis,Biota,Biota,Viridiplantae,,Viridiplantae
OK067274.1,OK067274.1,11987.0,Melon necrotic spot virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Gammacarmovirus,[260674],['Citrullus lanatus subsp. vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,Biota,Biota,Viridiplantae,,Viridiplantae
MN625251.1,MN625251.1,2735963.0,Botrytis cinerea umbra-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
MW423699.1,MW423699.1,2870555.0,Paris virus 2,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[221260],['Paris polyphylla var. yunnanensis'],Viridiplantae,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Paris,Biota,Biota,Viridiplantae,,Viridiplantae
MN627483.1,MN627483.1,2743115.0,Erysiphe necator associated tombus-like virus 1,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627470.1,MN627470.1,2743148.0,Erysiphe necator associated umbra-like virus 4,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627468.1,MN627468.1,2743120.0,Erysiphe necator associated tombus-like virus 6,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627461.1,MN627461.1,2743118.0,Erysiphe necator associated tombus-like virus 4,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627456.1,MN627456.1,2743122.0,Erysiphe necator associated tombus-like virus 8,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627448.1,MN627448.1,2743117.0,Erysiphe necator associated tombus-like virus 3,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MN627447.1,MN627447.1,2743121.0,Erysiphe necator associated tombus-like virus 7,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Unclassified,[52586],['Erysiphe necator'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Biota,Biota,Fungi,,Fungi
MT526793.1,MT526793.1,12049.0,Soybean dwarf virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Luteovirus,[3847],['Glycine max'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Biota,Biota,Viridiplantae,,Viridiplantae
MT225089.1,MT225089.1,1538549.0,Ethiopian tobacco bushy top virus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Umbravirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
MN734258.1,MN734258.1,2739248.0,Ginkgo biloba tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[3311],['Ginkgo biloba'],Viridiplantae,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Biota,Biota,Viridiplantae,,Viridiplantae
MN734257.1,MN734257.1,2739248.0,Ginkgo biloba tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[3311],['Ginkgo biloba'],Viridiplantae,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Biota,Biota,Viridiplantae,,Viridiplantae
MN729619.1,MN729619.1,2739248.0,Ginkgo biloba tombusvirus,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,[3311],['Ginkgo biloba'],Viridiplantae,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Biota,Biota,Viridiplantae,,Viridiplantae
