,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_009538.1,NC_009538.1,37127.0,Citrus variegation virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[37656, 64884, 3885, 4100]","['Citrus x paradisi', 'Citrus jambhiri', 'Phaseolus vulgaris', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_009992.1,NC_009992.1,675077.0,Plum bark necrosis stem pitting-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[3758],['Prunus domestica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010178.1,NC_010178.1,180903.0,Pineapple mealybug wilt-associated virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[4615],['Ananas comosus'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010560.1,NC_010560.1,267970.0,Bean yellow disorder virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_010944.1,NC_010944.1,402399.0,Brugmansia mild mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,"[512269, 301914]","['Brugmansia x candida', 'Brugmansia']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Brugmansia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011554.1,NC_011554.1,339420.0,Blackberry chlorotic ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[23216],['Rubus'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011555.2,NC_011555.2,339420.0,Blackberry chlorotic ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[23216],['Rubus'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011702.1,NC_011702.1,367121.0,Grapevine leafroll-associated virus 10,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011803.1,NC_011803.1,229030.0,Cactus mild mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[484760],['Gymnocalycium mihanovichii'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Gymnocalycium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011807.1,NC_011807.1,39681.0,Asparagus virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[4685],['Asparagus'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_011808.1,NC_011808.1,39681.0,Asparagus virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,"[4686, 63459]","['Asparagus officinalis', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_012134.1,NC_012134.1,578305.0,Gayfeather mild mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[886939],['Liatris spicata'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Liatris,Biota,Biota,Viridiplantae,,Viridiplantae
NC_012136.1,NC_012136.1,578305.0,Gayfeather mild mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,[886939],['Liatris spicata'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Liatris,Biota,Biota,Viridiplantae,,Viridiplantae
NC_012909.1,NC_012909.1,642478.0,Lettuce chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4236],['Lactuca sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Biota,Biota,Viridiplantae,,Viridiplantae
NC_012910.1,NC_012910.1,642478.0,Lettuce chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[4236],['Lactuca sativa'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013007.1,NC_013007.1,656190.0,Carrot yellow leaf virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[4039],['Daucus carota'],Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013133.1,NC_013133.1,659660.0,Japanese holly fern mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Pteridovirus,[84614],['Cyrtomium falcatum'],Viridiplantae,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Cyrtomium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013134.1,NC_013134.1,659660.0,Japanese holly fern mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Pteridovirus,[84614],['Cyrtomium falcatum'],Viridiplantae,Streptophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Cyrtomium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013258.1,NC_013258.1,52135.0,Tomato infectious chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,"[4081, 304134, 81866, 4100]","['Solanum lycopersicum', 'Physalis acutifolia', 'Nicotiana clevelandii', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013259.1,NC_013259.1,52135.0,Tomato infectious chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,"[4081, 304134, 81866, 4100]","['Solanum lycopersicum', 'Physalis acutifolia', 'Nicotiana clevelandii', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013266.1,NC_013266.1,545259.0,Melandrium yellow fleck virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 63459, 52853, 3573, 221775, 4100]","['Arabidopsis thaliana', 'Chenopodium quinoa', 'Silene latifolia subsp. alba', 'Silene', 'Gomphrena globosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013267.1,NC_013267.1,545259.0,Melandrium yellow fleck virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 63459, 52853, 3573, 221775, 4100]","['Arabidopsis thaliana', 'Chenopodium quinoa', 'Silene latifolia subsp. alba', 'Silene', 'Gomphrena globosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013268.1,NC_013268.1,545259.0,Melandrium yellow fleck virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,"[3702, 63459, 52853, 3573, 221775, 4100]","['Arabidopsis thaliana', 'Chenopodium quinoa', 'Silene latifolia subsp. alba', 'Silene', 'Gomphrena globosa', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_013447.1,NC_013447.1,675833.0,Helicobasidium mompa alphaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[54444],['Helicobasidium mompa'],Fungi,Basidiomycota,Pucciniomycetes,Helicobasidiales,Helicobasidiaceae,Helicobasidium,Biota,Biota,Fungi,,Fungi
NC_014546.1,NC_014546.1,99585.0,Frangipani mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,"[4100, 62097]","['Nicotiana benthamiana', 'Plumeria rubra']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_014904.1,NC_014904.1,941765.0,Tuber aestivum betaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[59557],['Tuber aestivum'],Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Biota,Biota,Fungi,,Fungi
NC_015552.1,NC_015552.1,1032457.0,Passion fruit mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[159425],['Passiflora incarnata'],Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016081.1,NC_016081.1,71032.0,Grapevine leafroll-associated virus 5,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016084.1,NC_016084.1,1094249.0,Blueberry necrotic ring blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Blunervirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016086.1,NC_016086.1,1094249.0,Blueberry necrotic ring blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Blunervirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016087.1,NC_016087.1,1094249.0,Blueberry necrotic ring blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Blunervirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016141.1,NC_016141.1,1513278.0,Hibiscus green spot virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Higrevirus,[171254],['Citrus volkameriana'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016142.1,NC_016142.1,1513278.0,Hibiscus green spot virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Higrevirus,[171254],['Citrus volkameriana'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016143.1,NC_016143.1,1513278.0,Hibiscus green spot virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Higrevirus,[171254],['Citrus volkameriana'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016416.1,NC_016416.1,70177.0,Grapevine leafroll-associated virus 4,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016436.1,NC_016436.1,217615.0,Grapevine leafroll-associated virus 7,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016442.1,NC_016442.1,1123754.0,Rattail cactus necrosis-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,"[1123916, 4100]","['Disocactus flagelliformis', 'Nicotiana benthamiana']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016509.1,NC_016509.1,47985.0,Grapevine leafroll-associated virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[3603],['Vitis'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016519.1,NC_016519.1,1128119.0,Clitoria yellow mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[43366],['Clitoria ternatea'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016648.1,NC_016648.1,1131702.0,Persea americana alphaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3435],['Persea americana'],Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_016959.1,NC_016959.1,59302.0,Ndumu virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[7158],['Aedes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_016962.1,NC_016962.1,59305.0,Bebaru virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[10095],['Mus sp.'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Biota,Biota,Chordata,Mammalia,Mammalia
NC_018174.1,NC_018174.1,558690.0,Cucurbit chlorotic yellows virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3656],['Cucumis melo'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018519.1,NC_018519.1,1206566.0,Blueberry virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Bluvavirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_018615.1,NC_018615.1,1231903.0,Eilat virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[139045],['Anopheles coustani'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_021706.1,NC_021706.1,1353016.0,Sclerotinia sclerotiorum endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_022072.1,NC_022072.1,1381464.0,Blackberry vein banding-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,"[75100, 23216]","['Rubus ursinus', 'Rubus']",Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022127.1,NC_022127.1,2755028.0,Ageratum latent virus 1998,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[55598],['Ageratum houstonianum'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022128.1,NC_022128.1,2755028.0,Ageratum latent virus 1998,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[55598],['Ageratum houstonianum'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022129.1,NC_022129.1,2755028.0,Ageratum latent virus 1998,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[55598],['Ageratum houstonianum'],Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022230.1,NC_022230.1,1391702.0,Tomato mottle mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022250.1,NC_022250.1,747056.0,Blueberry shock virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[69266],['Vaccinium corymbosum'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022251.1,NC_022251.1,747056.0,Blueberry shock virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[13749],['Vaccinium'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022619.1,NC_022619.1,1408133.0,Rhizoctonia cerealis alphaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[76351],['Ceratobasidium cereale'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
NC_022801.1,NC_022801.1,1416026.0,Yellow tailflower mild mottle virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[195721],['Anthocercis littorea'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Anthocercis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_022978.1,NC_022978.1,940280.0,Carnation yellow fleck virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Unclassified,[3570],['Dianthus caryophyllus'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_023641.1,NC_023641.1,1468454.0,Lagenaria siceraria endornavirus-California,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3668],['Lagenaria siceraria'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_023812.1,NC_023812.1,1440170.0,Madariaga virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9515],['Sapajus apella'],Metazoa,Chordata,Mammalia,Primates,Cebidae,Sapajus,Biota,Biota,Chordata,Mammalia,Mammalia
NC_023893.1,NC_023893.1,2003398.0,Sclerotinia sclerotiorum betaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[5180],['Sclerotinia sclerotiorum'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_024501.1,NC_024501.1,1920772.0,Gentian ovary ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Goravirus,[55190],['Gentiana triflora'],Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_024502.1,NC_024502.1,1920772.0,Gentian ovary ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Goravirus,[55190],['Gentiana triflora'],Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_024906.1,NC_024906.1,1543207.0,Rose leaf rosette-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[74647],['Rosa multiflora'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025381.1,NC_025381.1,233051.0,Hibiscus latent Fort Pierce virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[47605],['Hibiscus'],Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025477.1,NC_025477.1,722755.0,Lilac leaf chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[34270],['Syringa vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Syringa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025478.1,NC_025478.1,722755.0,Lilac leaf chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[34270],['Syringa vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Syringa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025481.1,NC_025481.1,722755.0,Lilac leaf chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[34270],['Syringa vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Syringa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025482.1,NC_025482.1,1464778.0,Cassava Ivorian bacilliform virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Anulavirus,"[3983, 63459]","['Manihot esculenta', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025483.1,NC_025483.1,1464778.0,Cassava Ivorian bacilliform virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Anulavirus,"[3983, 63459]","['Manihot esculenta', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025484.1,NC_025484.1,1464778.0,Cassava Ivorian bacilliform virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Anulavirus,"[3983, 63459]","['Manihot esculenta', 'Chenopodium quinoa']",Viridiplantae,Streptophyta,Magnoliopsida,Unclassified,Unclassified,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_025967.1,NC_025967.1,1493829.0,Persimmon virus B,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Olivavirus,[13493],['Diospyros virginiana'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Biota,Biota,Viridiplantae,,Viridiplantae
NC_026816.1,NC_026816.1,1501716.0,Plumeria mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[62097],['Plumeria rubra'],Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Plumeria,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027121.1,NC_027121.1,1654603.0,Areca palm velarivirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,[184783],['Areca catechu'],Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Areca,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027712.1,NC_027712.1,1692045.0,Tobacco virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[4097],['Nicotiana tabacum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027920.1,NC_027920.1,1711684.0,Hot pepper alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[4073],['Capsicum frutescens'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027928.1,NC_027928.1,2169960.0,Privet ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[46072],['Ligustrum japonicum'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_027930.1,NC_027930.1,2169960.0,Privet ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[46072],['Ligustrum japonicum'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_028478.1,NC_028478.1,1761477.0,Tomato brown rugose fruit virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_028949.1,NC_028949.1,1774276.0,Hordeum vulgare alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[4513],['Hordeum vulgare'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Hordeum,Biota,Biota,Viridiplantae,,Viridiplantae
